"news_day","headline"
"2018-01-08","NVIDIA CORP <NVDA.O> - ‍CO AND UBER  ANNOUNCED THAT UBER HAS SELECTED NVIDIA TECHNOLOGY FOR AI COMPUTING SYSTEM IN ITS FLEET OF SELF-DRIVING VEHICLES​"
"2018-01-08","‍NVIDIA SHARES UP 2.4 PCT PREMARKET AFTER SELF-DRIVING TECH PARTNERSHIPS WITH UBER, VOLKSWAGEN​"
"2018-01-08","NVIDIA SHARES HIT RECORD HIGH AFTER SELF-DRIVING TECH PARTNERSHIPS WITH UBER, VOLKSWAGEN, LAST UP 3.8 PCT"
"2018-01-09","MAXIM INTEGRATED PRODUCTS INC - CO COLLABORATES WITH NVIDIA ON AUTONOMOUS DRIVING AND SAFETY APPLICATIONS"
"2018-01-10","CHIPMAKERS DOWN PREMARKET; MICRON DOWN 2.5 PCT, AMD DOWN 1.9 PCT, NVIDIA DOWN 1.7 PCT"
"2018-01-10","NVIDIA CORP <NVDA.O> PROVIDING AN INITIAL SECURITY UPDATE TO MITIGATE ASPECTS OF GOOGLE PROJECT ZERO’S JANUARY 3 PUBLICATION OF NOVEL INFORMATION"
"2018-01-10","NVIDIA CORP <NVDA.O> NVIDIA GPU DISPLAY DRIVER SECURITY UPDATES FOR SPECULATIVE SIDE CHANNELS‍​"
"2018-01-10","NVIDIA ANNOUNCES WORLD’S FIRST FUNCTIONALLY SAFE AI SELF-DRIVING PLATFORM"
"2018-01-10","NVIDIA CEO: NVIDIA GPUS ""ARE NOT AFFECTED"" BY SPECTRE, MELTDOWN SOFTWARE SECURITY PROBLEMS"
"2018-01-10","NVIDIA CEO: COMPANY ISSUED SOFTWARE PATCH IN RESPONSE TO SECURITY CONCERNS IN OTHER CHIPS"
"2018-01-10","NVIDIA SHARES TURN POSITIVE; LAST UP ABOUT 0.5 PCT‍​"
"2018-01-16","NVIDIA CORP <NVDA.O>: MIZUHO RAISES TARGET PRICE TO $240 FROM $225; RATING BUY<NVDA.O>"
"2018-01-16","NVIDIA SHARES HIT RECORD HIGH AT $226.75 AFTER MIZUHO RAISES PT TO $240; LAST UP 1.5 PCT<NVDA.O>"
"2018-01-19","NVIDIA CORP: BANK OF AMERICA MERRILL LYNCH RAISES TARGET PRICE TO $275 FROM $251; RATING ""BUY""<NVDA.O>"
"2018-01-19","NVIDIA SHARES UP 1.9 PCT AT $228.80 PREMARKET AFTER BANK OF AMERICA MERRILL LYNCH RAISES PT TO $275<NVDA.O>"
"2018-01-19","NVIDIA SHARES UP 2.3 PCT AT $229.62 AFTER BANK OF AMERICA MERRILL LYNCH RAISES PT TO $275<NVDA.O>"
"2018-01-26","PHILADELPHIA SE SEMICONDUCTOR INDEX UP ABOUT 2.2 PCT; INTEL, NVIDIA, MAXIM INTEGRATED AMONG TOP BOOSTS"
"2018-02-01","NVIDIA CORP <NVDA.O>: GOLDMAN SACHS REMOVES FROM CONVICTION LIST"
"2018-02-01","NVIDIA SHARES DOWN 1.8 PCT PREMARKET AFTER GOLDMAN SACHS REMOVES FROM CONVICTION LIST"
"2018-02-05","CONTINENTAL AG <CONG.DE> SAYS CONTINENTAL AND NVIDIA PARTNER TO ENABLE WORLDWIDE PRODUCTION OF ARTIFICIAL INTELLIGENCE SELF-DRIVING CARS‍​"
"2018-02-05","NVIDIA, CONTINENTAL SAY PARTNER ON SELF-DRIVING VEHICLE SYSTEM"
"2018-02-05","NVIDIA - CO, CONTINENTAL PARTNERING TO CREATE AI SELF-DRIVING VEHICLE SYSTEMS BUILT ON NVIDIA DRIVE PLATFORM WITH PLANNED MARKET INTRODUCTION IN 2021"
"2018-02-05","CONTINENTAL - CO, NVIDIA TO MAKE AI SELF-DRIVING VEHICLE SYSTEMS BASED ON NVIDIA DRIVE; PLANNED MARKET INTRODUCTION FOR LEVEL 3 FEATURES​ IN 2021 "
"2018-02-08","NVIDIA CORP <NVDA.O>: SUSQUEHANNA RAISES TARGET PRICE TO $200 FROM $185; RATING NEUTRAL"
"2018-02-08","NVIDIA SHARES UP 1.4 PCT AT $231.99 PREMARKET AFTER SUSQUEHANNA RAISES PT TO $200"
"2018-02-08","NVIDIA CORP - QTRLY NON-GAAP GROSS MARGIN 62.1% VS 60.2%"
"2018-02-08","NVIDIA CORP <NVDA.O> Q4 NON-GAAP SHR $1.72"
"2018-02-08","NVIDIA CORP <NVDA.O> Q4 GAAP SHR $1.78"
"2018-02-08","NVIDIA CORP <NVDA.O> Q4 REVENUE ROSE 34 PCT TO $2.91 BLN"
"2018-02-08","NVIDIA CORP <NVDA.O> Q4 SHR VIEW $1.17, REV VIEW $2.69 BLN -- THOMSON REUTERS I/B/E/S"
"2018-02-08","NVIDIA CORP - QTRLY GAAP GROSS MARGIN	 61.9% VS 60.0%"
"2018-02-08","NVIDIA CORP - Q1 GAAP AND NON-GAAP GROSS MARGINS ARE EXPECTED TO BE 62.7 PERCENT AND 63.0 PERCENT, RESPECTIVELY, PLUS OR MINUS 50 BASIS POINTS"
"2018-02-08","NVIDIA CORP - Q1 REVENUE IS EXPECTED TO BE $2.90 BLN, PLUS OR MINUS TWO PERCENT"
"2018-02-08","NVIDIA CORP - ‍FOR FISCAL 2019, NVIDIA INTENDS TO RETURN $1.25 BLN TO SHAREHOLDERS THROUGH ONGOING QUARTERLY CASH DIVIDENDS AND SHARE REPURCHASES​"
"2018-02-08","NVIDIA ANNOUNCES FINANCIAL RESULTS FOR FOURTH QUARTER AND FISCAL 2018"
"2018-02-08","NVIDIA SHARES RISE 2.3 PCT AFTER THE BELL FOLLOWING RESULTS, OUTLOOK"
"2018-02-08","NVIDIA SHARES EXTEND AFTER MARKET GAINS, LAST UP 6 PCT"
"2018-02-08","NVIDIA CORP - INVENTORY AT THE END OF THE QUARTER WAS $796 MILLION, DOWN FROM $857 MILLION IN THE PRIOR QUARTER"
"2018-02-08","NVIDIA CORP -  RECORDED A U.S. TAX REFORM PROVISIONAL NET TAX BENEFIT OF $133 MILLION, OR $0.21 PER DILUTED SHARE IN QTR‍​‍​"
"2018-02-08","NVIDIA CORP - Q1 FISCAL 2019 CAPITAL EXPENDITURES ARE EXPECTED TO BE APPROXIMATELY $100 MILLION TO $120 MILLION"
"2018-02-08","NVIDIA CORP - QTRLY AUTOMOTIVE REVENUE OF $132 MILLION, WHICH WAS UP 3 PERCENT FROM A YEAR EARLIER"
"2018-02-08","NVIDIA CORP - OVERALL, THE LOWER-THAN-EXPECTED TAX RATE CONTRIBUTED $0.36 TO GAAP EARNINGS PER DILUTED SHARE IN QTR‍​"
"2018-02-08","NVIDIA CORP - QTRLY GPU BUSINESS REVENUE WAS $2.46 BILLION, UP 33 PERCENT FROM A YEAR EARLIER"
"2018-02-08","NVIDIA CFO - OVERALL CONTRIBUTION OF CRYPTOCURRENCY DIFFICULT TO QUANTIFY, BUT BELIEVE IT WAS HIGHER % OF REV THIS QTR THAN PRIOR QTR - CONF CALL"
"2018-02-08","NVIDIA CFO - STRONG DEMAND IN THE CRYPTOCURRENCY MARKET EXCEEDED EXPECTATIONS - CONF CALL‍​"
"2018-02-08","NVIDIA CORP <NVDA.O>: EVERCORE ISI RAISES PRICE TARGET TO $275 FROM $250"
"2018-02-09","NVIDIA CORP <NVDA.O>: MORGAN STANLEY RAISES PRICE TARGET TO $258 FROM $222"
"2018-02-09","NVIDIA CORP <NVDA.O>: BARCLAYS RAISES PRICE TARGET TO $265 FROM $250‍​"
"2018-02-09","NVIDIA CORP <NVDA.O>: DEUTSCHE BANK RAISES PRICE TARGET TO $230 FROM $205"
"2018-02-09","NVIDIA CORP <NVDA.O>: JEFFERIES RAISES PRICE TARGET TO $300 FROM $240‍​"
"2018-02-09","NVIDIA CORP <NVDA.O>: MIZUHO RAISES TARGET PRICE TO $265 FROM $240; RATING BUY"
"2018-02-09","NVIDIA CORP <NVDA.O>: INSTINET RAISES TARGET PRICE TO $225 FROM $190; RATING NEUTRAL"
"2018-02-09","NVIDIA SHARES UP 10.2 PCT PREMARKET AFTER RESULTS, Q1 REV FORECAST BEAT ESTIMATES"
"2018-02-09","NVIDIA CORP <NVDA.O>:  CITIGROUP RAISES  PRICE TARGET TO $270 FROM $240‍​"
"2018-02-09","NVIDIA CORP <NVDA.O>: SUSQUEHANNA RAISES TARGET PRICE TO $215 FROM $200; RATING NEUTRAL"
"2018-02-09","NVIDIA CORP <NVDA.O>: SUSQUEHANNA RAISES PRICE TARGET TO $215 FROM $200‍​"
"2018-02-09","NVIDIA CORP <NVDA.O>: STIFEL RAISES TARGET PRICE TO $220 FROM $184 "
"2018-02-09","NVIDIA CORP <NVDA.O>: WELLS FARGO RAISES TARGET PRICE TO $100 FROM $87"
"2018-02-09","NVIDIA CORP <NVDA.O>: SUNTRUST ROBINSON RAISES  PRICE TARGET TO $305 FROM $253‍​"
"2018-02-09","NVIDIA CORP <NVDA.O>: RAYMOND JAMES RAISES TARGET PRICE TO $275 FROM $250"
"2018-02-09","NVIDIA CORP <NVDA.O>: NEEDHAM RAISES TARGET PRICE TO $300 FROM $250"
"2018-02-09","NVIDIA CORP <NVDA.O>: ROSENBLATT SECURITIES RAISES TARGET PRICE TO $300 FROM $250"
"2018-02-09","NVIDIA SHARES UP 8.2 PCT AFTER RESULTS, Q1 REV FORECAST BEAT ESTIMATES "
"2018-02-09","NVIDIA SHARES PARE GAINS, LAST UP 1.7 PCT; CO REPORTED RESULTS"
"2018-02-12","NVIDIA CORP <NVDA.O>: CITIGROUP RAISES TARGET PRICE TO $270 FROM $240 ‍​"
"2018-02-14","NVIDIA SHARES UP 4 PCT IN AFTERNOON TRADING"
"2018-02-20","NVIDIA SHARES HIT RECORD HIGH AT $250.49, LAST UP 2.4 PCT"
"2018-03-14","NVIDIA CORP <NVDA.O>: RBC RAISES TARGET PRICE TO $285 FROM $280"
"2018-03-23","PHILADELPHIA SE SEMICONDUCTOR INDEX DOWN ABOUT 1.2 PCT; MICRON TECHNOLOGY, NVIDIA, INTEL AMONG TOP DRAGS ON THE INDEX"
"2018-03-26","NVIDIA CORP <NVDA.O>: SUSQUEHANNA CUTS PRICE TARGET TO $200 FROM $215"
"2018-03-27","NVIDIA TEMPORARILY SUSPENDED SELF DRIVING TESTING ACROSS GLOBE AFTER UBER FATALITY - COMPANY SOURCE"
"2018-03-27","NVIDIA SHARES NOW UP 0.5 PCT"
"2018-03-27","NVIDIA SHARES PARE GAINS IN VOLUME SPIKE AFTER CO TEMPORARILY SUSPENDS SELF DRIVING TESTING, ACCORDING TO SOURCE"
"2018-03-27","NVIDIA SHARES NOW DOWN 1.2 PCT AFTER CO TEMPORARILY SUSPENDS SELF DRIVING TESTING, ACCORDING TO SOURCE"
"2018-03-27","NVIDIA SAYS GLOBAL FLEET OF MANUALLY DRIVEN DATA COLLECTION VEHICLES CONTINUE TO OPERATE"
"2018-03-27","NVIDIA SAYS TEMPORARILY SUSPENDING TESTING OF SELF-DRIVING CARS ON PUBLIC ROADS TO ""LEARN FROM THE UBER INCIDENT‍​"""
"2018-03-27","NVIDIA BOOSTS WORLD’S LEADING DEEP LEARNING COMPUTING PLATFORM, BRINGING 10X PERFORMANCE GAIN IN SIX MONTHS"
"2018-03-27","NVIDIA <NVDA.O> LAUNCHES DRIVE CONSTELLATION, CLOUD-BASED SELF-DRIVING CAR SIMULATOR"
"2018-03-27","FASTDATA.IO SAYS ‍RAISED $5 MLN,SEED ROUND CO-LED BY CROSSCUT, PELION VENTURE PARTNERS WITH PARTICIPATION FROM EXISTING INVESTOR NVIDIA​"
"2018-03-27","NVIDIA SHARES EXTEND LOSSES, LAST DOWN 7.7 PCT"
"2018-03-27","NVIDIA CEO SAYS UBER SHOULD BE GIVEN CHANCE TO UNDERSTAND WHAT WENT WRONG, “WE DON’T KNOW WHAT HAPPENED”"
"2018-03-27","NVIDIA CEO SAYS UBER FATALITY SHOULD NOT DISCOURAGE SELF-DRIVING DEVELOPMENT, BUT “BRING AWARENESS TO THE IMPORTANCE OF IT”"
"2018-03-27","NVIDIA CEO SAYS INVESTMENT IN SELF-DRIVING TECHNOLOGY WILL RISE, NOT FALL, IN AFTERMATH OF UBER FATALITY‍​"
"2018-03-28","NVIDIA CORP - COLLABORATION WILL OPTIMIZE ADOBE SENSEI FOR NVIDIA GPUS"
"2018-03-28","ADOBE AND NVIDIA ANNOUNCE PARTNERSHIP TO DELIVER NEW AI SERVICES FOR CREATIVITY AND DIGITAL EXPERIENCES"
"2018-03-29","SMART EYE RELEASES SMART AI-X,A PLUG-AND-PLAY, PRODUCTION-READY DRIVER MONITORING HARDWARE AND SOFTWARE SUITE FOR THE NVIDIA DRIVE IX SDK"
"2018-04-03","NVIDIA CORP <NVDA.O>: BOFA MERRILL ADDS STOCK TO U.S. 1 LIST"
"2018-04-03","NVIDIA SHARES UP 1.3 PCT PREMARKET; BOFA MERRILL ADDS STOCK TO U.S. 1 LIST‍​"
"2018-04-03","NVIDIA SHARES EXTEND PREMARKET GAINS, NOW UP 3.2 PCT AFTER BOFA MERRILL ADDS STOCK TO U.S. 1 LIST  "
"2018-04-04","CHIPMAKERS DOWN PREMARKET; AMD DOWN 4.3 PCT, NVIDIA DOWN 4.4 PCT, MICRON 3.3 PCT,  INTEL DOWN 2.6 PCT‍​‍​"
"2018-04-04","NVIDIA DOWN 3.3 PCT, INTEL DOWN 2.4 PCT, BROADCOM DOWN 1.7 PCT"
"2018-04-04","PHILADELPHIA SEMICONDUCTOR INDEX DOWN 2.2 PCT; NVIDIA, INTEL AND BROADCOM AMONG TOP DRAGS "
"2018-04-05","NVIDIA CORP <NVDA.O>: UBS STARTS WITH NEUTRAL RATING; PRICE TARGET $250‍​"
"2018-04-05","NVIDIA SHARES DOWN 2.6 PCT AFTER SHORT-SELLER CITRON RESEARCH TWEETS ABOUT STOCK"
"2018-04-06","CHIPMAKERS DOWN PREMARKET; MICRON DOWN 4 PCT, NVIDIA DOWN 1.5 PCT, AMD DOWN 1.8 PCT AND INTEL DOWN ABOUT 1 PCT‍‍​"
"2018-04-06","NVIDIA CORP SAYS CEO JEN-HSUN HUANG'S FY 2018 TOTAL COMPENSATION WAS $13 MLN VS $12.2 MLN IN FY 2017 - SEC FILING"
"2018-04-09","NVIDIA CORP <NVDA.O> : MORGAN STANLEY RAISES RATING FROM EQUAL-WEIGHT TO OVERWEIGHT ; PRICE TARGET $258.00 "
"2018-04-10","NVIDIA SHARES UP 4 PCT PREMARKET AFTER MORGAN STANLEY RAISES TO OVERWEIGHT"
"2018-04-13","TEXAS INSTRUMENTS DOWN 1.5 PCT, INTEL DOWN 1.4 PCT AND NVIDIA DOWN 1.3 PCT"
"2018-04-13","PHILADELPHIA SE SEMICONDUCTOR INDEX DOWN 0.6 PCT; TEXAS INSTRUMENTS, INTEL AND NVIDIA AMONG TOP DRAGS"
"2018-04-16","TECH-HEAVY NASDAQ TRIMS SOME GAINS, NOW UP 0.16 PCT, WITH TESLA, NVIDIA AMONG TOP DRAGS"
"2018-04-16","NVIDIA SHARES DOWN 1.2 PCT; STOCK AMONG TOP DRAGS ON NASDAQ <.IXIC> AND S&P 500 <.SPX>"
"2018-04-19","NVIDIA CORP SHARES DOWN 1.3 PCT PREMARKET "
"2018-04-19","NVIDIA SHARES DOWN 2.8 PCT"
"2018-04-25","S&P 500 INFO TECH INDEX DOWN 1.06 PCT, WITH MICROSOFT, NVIDIA, FACEBOOK AMONG TOP DRAGS"
"2018-04-25","SHARES OF NVIDIA UP 1.7 PCT IN EXTENDED TRADE "
"2018-04-26","NVIDIA SHARES RISE 1.3 PCT AFTER THE BELL FOLLOWING INTEL RESULTS"
"2018-05-03","NVIDIA CORP <NVDA.O>: BARCLAYS RAISES PRICE TARGET TO $280 FROM $265"
"2018-05-03","NVIDIA CORP <NVDA.O>: BARCLAYS RAISES TO OVERWEIGHT FROM EQUAL WEIGHT"
"2018-05-08","NVIDIA CORP <NVDA.O>: DEUTSCHE BANK RAISES PRICE TARGET TO $240 FROM $230"
"2018-05-08","NVIDIA CORP <NVDA.O>: SUSQUEHANNA RAISES TARGET PRICE TO $230 FROM $200"
"2018-05-10","ALTAIR SAYS HAS ACQUIRED GERMANY-BASED FLUIDYNA GMBH, A DEVELOPER OF NVIDIA CUDA AND GPU-BASED COMPUTATIONAL FLUID DYNAMICS"
"2018-05-10","NVIDIA CORP <NVDA.O> Q1 SHR VIEW $1.47 -- THOMSON REUTERS I/B/E/S"
"2018-05-10","NVIDIA CORP - Q2 REVENUE IS EXPECTED TO BE $3.10 BLN, PLUS OR MINUS TWO PERCENT"
"2018-05-10","NVIDIA CORP <NVDA.O> Q1 REVENUE $3.21 BLN VS I/B/E/S VIEW $2.91 BLN"
"2018-05-10","NVIDIA CORP <NVDA.O> Q1 NON-GAAP SHR $2.05"
"2018-05-10","NVIDIA CORP QTRLY GAAP GROSS MARGIN OF 64.5 PCT VS 61.9 PCT REPORTED IN Q4 2018"
"2018-05-10","NVIDIA CORP QTRLY NON-GAAP GROSS MARGIN OF 64.7 PCT VS 62.1 PCT REPORTED IN Q4 2018 "
"2018-05-10","NVIDIA CORP <NVDA.O> Q1 GAAP SHR $1.98"
"2018-05-10","NVIDIA CORP - Q2  GAAP AND NON-GAAP GROSS MARGINS ARE EXPECTED TO BE 63.3 PERCENT AND 63.5 PERCENT, RESPECTIVELY, PLUS OR MINUS 50 BASIS POINTS"
"2018-05-10","NVIDIA CORP - QTRLY DATACENTER REVENUE GREW 71 PERCENT FROM A YEAR EARLIER TO $701 MLN"
"2018-05-10","NVIDIA CORP - QTRLY GAMING REVENUE GREW 68 PERCENT FROM A YEAR EARLIER TO $1.72 BLN"
"2018-05-10","NVIDIA CORP - QTRLY AUTOMOTIVE REVENUE GREW 4 PERCENT FROM A YEAR EARLIER TO A RECORD $145 MLN"
"2018-05-10","NVIDIA ANNOUNCES FINANCIAL RESULTS FOR FIRST QUARTER FISCAL 2019"
"2018-05-10","NVIDIA SHARES RISE 1.3 PCT AFTER THE BELL FOLLOWING RESULTS"
"2018-05-10","NVIDIA SHARES REVERSE COURSE AFTER MARKET, LAST DOWN 1.7 PCT"
"2018-05-10","NVIDIA SHARES LAST UP 1.5 PCT AFTER THE BELL IN VOLATILE TRADING"
"2018-05-10","NVIDIA CORP - QTRLY OEM SALES INCLUDED $289 MILLION RELATED TO GPUS FOR CRYPTOCURRENCY MINING"
"2018-05-10","NVIDIA CORP -  IN Q2, CO EXPECTS CRYPTO-SPECIFIC REVENUE TO BE ABOUT 1/3 OF ITS Q1 LEVEL - CONF CALL"
"2018-05-10","NVIDIA CORP -  INFERENCE GPU SHIPMENTS TO CLOUD SERVICE PROVIDERS MORE THAN DOUBLED FROM LAST QUARTER - CFO, CONF CALL"
"2018-05-10","NVIDIA CORP - ""I EXPECT THAT DRIVERLESS TAXIS WILL START GOING TO MARKET ABOUT 2019"" -CEO, CONF CALL"
"2018-05-10","NVIDIA CORP - CO SAYS SUPPLY SITUATION 'IS NOW EASING' AND CHANNEL PRICES FOR GPUS ARE NORMALIZING - CFO, CONF CALL"
"2018-05-11","NVIDIA CORP <NVDA.O>: MORGAN STANLEY RAISES TARGET PRICE TO $273 FROM $258"
"2018-05-11","NVIDIA CORP <NVDA.O>: BARCLAYS RAISES TARGET PRICE TO $300 FROM $280"
"2018-05-11","NVIDIA CORP <NVDA.O>: DEUTSCHE BANK RAISES TARGET PRICE TO $260 FROM $240"
"2018-05-11","NVIDIA CORP <NVDA.O>: MIZUHO RAISES PRICE TARGET TO $280 FROM $265"
"2018-05-11","NVIDIA CORP <NVDA.O>: NOMURA RAISES PRICE TARGET TO $250 FROM $225"
"2018-05-11","NVIDIA SHARES DOWN 2.1 PCT PREMARKET; CO REPORTED RESULTS"
"2018-05-11","NVIDIA CORP <NVDA.O>: SUSQUEHANNA RAISES PRICE TARGET TO $250 FROM $230"
"2018-05-11","NVIDIA CORP <NVDA.O>:  STIFEL RAISES TARGET PRICE TO $243 FROM $220"
"2018-05-11","NVIDIA CORP <NVDA.O>:  SUNTRUST ROBINSON RAISES TARGET PRICE TO $316 FROM $305"
"2018-05-11","NVIDIA CORP <NVDA.O>: WELLS FARGO RAISES PRICE TARGET TO $140 FROM $100"
"2018-05-11","NVIDIA CORP <NVDA.O>: RAYMOND JAMES RAISES PRICE TARGET TO $300 FROM $275"
"2018-05-11","NVIDIA CORP <NVDA.O>:  SUSQUEHANNA RAISES  PRICE TARGET TO $250 FROM $230"
"2018-05-11","NVIDIA CORP <NVDA.O>: NEEDHAM RAISES PRICE TARGET TO $325 FROM $300"
"2018-05-11","NVIDIA CORP <NVDA.O>: JP MORGAN RAISES  PRICE TARGET TO $255 FROM $247"
"2018-05-11","NVIDIA CORP <NVDA.O>: JEFFERIES RAISES PRICE TARGET TO $320 FROM $300"
"2018-05-11","NVIDIA CORP <NVDA.O>: ROSENBLATT SECURITIES RAISES PRICE TARGET TO $315 FROM $300"
"2018-05-15","SOROS FUND MANAGEMENT REPORTS STAKE OF 24,600 SHARES IN NVIDIA CORP"
"2018-05-17","NVIDIA CORP <NVDA.O>: COWEN AND COMPANY STARTS WITH OUTPERFORM RATING; PRICE TARGET $325"
"2018-06-04","NVIDIA CORP SHARES HIT RECORD HIGH, LAST UP 1.4 PCT"
"2018-06-04","NVIDIA SHARES HIT SESSION HIGH OF $265.73, LAST UP 3.1 PCT AT $265.64"
"2018-06-08","CHIPMAKERS DOWN PREMARKET; SHARES OF AMD DOWN 2.5 PCT, MICRON TECHNOLOGY DOWN 1.9 PCT, NVIDIA DOWN 1.8 PCT, INTEL DOWN 1 PCT"
"2018-06-14","OSKI FORMAL SIGN-OFF HELPS CAVIUM, CISCO, NVIDIA, QUALCOMM COMBAT SIMULATION-RESISTANT SUPERBUGS – CASE STUDIES REVEALED AT DESIGN AUTOMATION CONFERENCE"
"2018-06-15","S&P DOW JONES INDICES SAYS NVIDIA CORP. WILL REPLACE TIME WARNER INC. IN THE S&P 100"
"2018-06-15","S&P DOW JONES INDICES SAYS NVIDIA TO REPLACE TIME WARNER IN S&P 100, FLEETCOR TECHNOLOGIES TO REPLACE TIME WARNER IN S&P 500 EFFECTIVE JUNE 20"
"2018-06-15","NVIDIA SET TO JOIN S&P 100; FLEETCOR TECHNOLOGIES TO JOIN S&P 500"
"2018-06-25","NVIDIA, BROADCOM, MICRON TECHNOLOGY AMONG TOP DRAGS TO THE PHILADELPHIA SEMICONDUCTOR INDEX"
"2018-06-26","NVIDIA CORP <NVDA.O>: BENCHMARK STARTS WITH BUY RATING; $280 PRICE TARGET"
"2018-07-03","U.S. CHIP STOCKS MOVE LOWER, MICRON NOW DOWN ABOUT 3.8 PCT, NVIDIA DOWN ABOUT 1.5 PCT INTEL DOWN ABOUT 0.4 PCT"
"2018-07-11","SHARES OF NVIDIA DOWN 1.5 PCT, NXP SEMICONDUCTORS DOWN 2.7 PCT, INTEL DOWN 1.3 PCT IN PREMARKET"
"2018-07-18","DAIMLER -PARTNERS DECIDED ON NVIDIA AS THE SUPPLIER OF THE ARTIFICIAL INTELLIGENCE PLATFORM AS PART OF THEIR CONTROL UNIT NETWORK"
"2018-07-19","EU ANTITRUST REGULATORS CHARGE QUALCOMM <QCOM.O> WITH NEW VIOLATION IN CASE RELATED TO NIVIDA CORP <NVDA.O> UNIT AND BRITISH PHONE SOFTWARE MAKER ICERA"
"2018-07-19","QUALCOMM <QCOM.O> SAYS DISAPPOINTED WITH CONTINUING EU ANTITRUST INVESTIGATION IN CASE RELATED TO NVIDIA CORP <NVDA.O> UNIT AND BRITISH PHONE SOFTWARE MAKER ICERA"
"2018-07-23","PHILADELPHIA SEMICONDUCTOR INDEX DOWN 1.6 PCT; MICRON TECHNOLOGY, NVIDIA, TEXAS INSTRUMENTS AMONG TOP DRAGS TO THE INDEX"
"2018-08-14","APPALOOSA LP DISSOLVES SHARE STAKE IN NVIDIA CORP"
"2018-08-14","APPALOOSA LP DISSOLVES SHARE STAKE IN NVIDIA CORP"
"2018-08-15","NVIDIA CORP <NVDA.O>: WELLS FARGO RAISES TO OUTPERFORM FROM UNDERPERFORM - TRADER"
"2018-08-15","NVIDIA CORP <NVDA.O>: WELLS FARGO RAISES PRICE TARGET TO $315 FROM $140"
"2018-08-16","NVIDIA CORP - QTRLY AUTOMOTIVE REVENUE $161 MLN VS $142 MLN"
"2018-08-16","NVIDIA CORP - QTRLY GPU BUSINESS REVENUE $2,656 MLN VS $1,897 MLN"
"2018-08-16","NVIDIA CORP <NVDA.O> Q2 SHR VIEW $1.66 -- THOMSON REUTERS I/B/E/S"
"2018-08-16","NVIDIA CORP <NVDA.O> Q2 REVENUE $3.12 BLN VS I/B/E/S VIEW $3.1 BLN"
"2018-08-16","NVIDIA CORP - FOR FISCAL 2019, NVIDIA INTENDS TO RETURN $1.25 BLN TO SHAREHOLDERS"
"2018-08-16","NVIDIA CORP - REVENUE IS EXPECTED TO BE $3.25 BLN, PLUS OR MINUS TWO PERCENT FOR Q3"
"2018-08-16","NVIDIA CORP - GAAP AND NON-GAAP GROSS MARGINS ARE EXPECTED TO BE 62.6 PERCENT AND 62.8 PERCENT, RESPECTIVELY, PLUS OR MINUS 50 BASIS POINTS FOR Q3"
"2018-08-16","NVIDIA CORP - GAAP AND NON-GAAP OPERATING EXPENSES ARE EXPECTED TO BE APPROXIMATELY $870 MLN AND $730 MLN, RESPECTIVELY FOR Q3"
"2018-08-16","NVIDIA CORP QTRLY GAAP GROSS MARGIN 63.3% VS 58.4%"
"2018-08-16","NVIDIA CORP - WILL PAY ITS NEXT QUARTERLY CASH DIVIDEND OF $0.15 PER SHARE ON SEPTEMBER 21, 2018"
"2018-08-16","NVIDIA CORP QTRLY NON-GAAP GROSS MARGIN 63.5% VS 58.6%"
"2018-08-16","NVIDIA CORP <NVDA.O> Q2 NON-GAAP SHR $1.94"
"2018-08-16","NVIDIA CORP <NVDA.O> Q2 GAAP SHR $1.76"
"2018-08-16","NVIDIA ANNOUNCES FINANCIAL RESULTS FOR SECOND QUARTER FISCAL 2019"
"2018-08-16","SHARES OF NVIDIA DOWN 4 PCT IN EXTENDED TRADE AFTER QUARTERLY REPORT"
"2018-08-16","NVIDIA CORP - ACTUAL CRYPTO-SPECIFIC PRODUCT REVENUE WAS $18 MILLION IN QTR - SEC FILING"
"2018-08-16","NVIDIA CORP - PREVIOUSLY ANTICIPATED CRYPTOCURRENCY TO BE MEANINGFUL FOR THE YEAR, NOW PROJECTING NO CONTRIBUTIONS GOING FORWARD"
"2018-08-16","NVIDIA CORP CEO SAYS IF MUSK'S PLAN FOR TELSA'S SELF-DRIVING CAR CHIP FAILS, MUSK ""CAN GIVE ME A CALL AND I'D BE MORE THAN HAPPY TO HELP""-CONF CALL "
"2018-08-16","NVIDIA CORP <NVDA.O> SAYS DEVELOPER PROGRAM NOW HAS 1 MILLION MEMBERS, UP 70 PCT FROM ONE YEAR AGO - CONF CALL"
"2018-08-17","NVIDIA SHARES DOWN 4.1 PCT PREMARKET AFTER Q3 SALES FORECAST BELOW ESTIMATES"
"2018-08-17","NVIDIA CORP <NVDA.O>: STIFEL RAISES PRICE TARGET TO $250 FROM $243"
"2018-08-17","NVIDIA CORP <NVDA.O>: OPPENHEIMER RAISES TO OUTPERFORM FROM PERFORM"
"2018-08-17","NVIDIA CORP <NVDA.O>: COWEN AND COMPANY CUTS PRICE TARGET TO $320 FROM $325"
"2018-08-17","NVIDIA SHARES DOWN 3.2 PCT "
"2018-08-17","CHIPMAKERS DOWN AFTER NVIDIA, APPLIED MATERIALS' WEAK FORECASTS; SHARES OF LAM RESEARCH DOWN 3.2 PCT, MICRON DOWN 1.3 PCT, INTEL DOWN 0.3 PCT"
"2018-08-20","NVIDIA SHARES PARE SOME LOSSES WHILE PRESENTING AT GAMESCOM 2018 CONFERENCE; LAST DOWN 1.2 PCT "
